file_name;file_index;Type;client_code;start;end;shelf;SKU_code;shelf_life;amount;plan
2_2024.xlsx;2142;Promo;279;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;58117;18;0,3;768
2_2024.xlsx;2143;Promo;278;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89422;12;0,3;768
2_2024.xlsx;2144;Promo;278;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;64608;12;0,3;768
2_2024.xlsx;2145;Promo;278;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;48507;18;0,3;768
2_2024.xlsx;2146;Promo;278;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;48501;18;0,3;768
2_2024.xlsx;2147;Promo;278;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;58117;18;0,3;768
2_2024.xlsx;2148;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87800;12;0,37;768
2_2024.xlsx;2149;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;79549;12;0,38;768
2_2024.xlsx;2150;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;768
2_2024.xlsx;2151;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;81057;6;0,39;768
2_2024.xlsx;2152;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;1003611;6;0,43;768
2_2024.xlsx;2153;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100084;6;0,36;768
2_2024.xlsx;2154;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100086;12;0,36;768
2_2024.xlsx;2155;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;80969;12;0,35;768
2_2024.xlsx;2156;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100247;6;0,2;768
2_2024.xlsx;2157;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000101;6;0,68;768
2_2024.xlsx;2158;Promo;43;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000095;6;0,68;768
2_2024.xlsx;2159;Promo;109;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87800;12;0,37;500
2_2024.xlsx;2160;Promo;109;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;81057;6;0,39;500
2_2024.xlsx;2161;Promo;109;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;1003611;6;0,43;500
2_2024.xlsx;2162;Promo;109;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100247;6;0,2;200
2_2024.xlsx;2163;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87800;12;0,37;50
2_2024.xlsx;2164;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;79549;12;0,38;10
2_2024.xlsx;2165;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;10
2_2024.xlsx;2166;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;81057;6;0,39;500
2_2024.xlsx;2167;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;1003611;6;0,43;500
2_2024.xlsx;2168;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100084;6;0,36;25
2_2024.xlsx;2169;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100086;12;0,36;25
2_2024.xlsx;2170;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;80969;12;0,35;25
2_2024.xlsx;2171;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100247;6;0,2;50
2_2024.xlsx;2172;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000101;6;0,68;500
2_2024.xlsx;2173;Promo;96;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000095;6;0,68;500
2_2024.xlsx;2174;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87800;12;0,37;50
2_2024.xlsx;2175;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;79549;12;0,38;10
2_2024.xlsx;2176;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;10
2_2024.xlsx;2177;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;81057;6;0,39;500
2_2024.xlsx;2178;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;1003611;6;0,43;500
2_2024.xlsx;2179;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100084;6;0,36;25
2_2024.xlsx;2180;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100086;12;0,36;25
2_2024.xlsx;2181;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;80969;12;0,35;25
2_2024.xlsx;2182;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100247;6;0,2;50
2_2024.xlsx;2183;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000101;6;0,68;500
2_2024.xlsx;2184;Promo;110;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000095;6;0,68;500
2_2024.xlsx;2185;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;50
2_2024.xlsx;2186;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;84353;12;0,33;10
2_2024.xlsx;2187;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;79549;12;0,38;10
2_2024.xlsx;2188;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71804;12;0,38;500
2_2024.xlsx;2189;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;76946;12;0,08;500
2_2024.xlsx;2190;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;92355;9;0,25;25
2_2024.xlsx;2191;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89422;12;0,3;25
2_2024.xlsx;2192;Promo;89;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89453;12;0,3;25
2_2024.xlsx;2193;Promo;84;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;64608;12;0,3;50
2_2024.xlsx;2194;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87800;12;0,37;50
2_2024.xlsx;2195;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100320;9;0,18;10
2_2024.xlsx;2196;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100086;12;0,36;10
2_2024.xlsx;2197;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;83567;12;0,33;500
2_2024.xlsx;2198;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;500
2_2024.xlsx;2199;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71907;6;0,34;25
2_2024.xlsx;2200;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;81057;6;0,39;25
2_2024.xlsx;2201;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000095;6;0,68;25
2_2024.xlsx;2202;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72054;12;0,28;50
2_2024.xlsx;2203;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;92355;9;0,25;500
2_2024.xlsx;2204;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;80969;12;0,35;500
2_2024.xlsx;2205;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100247;6;0,2;50
2_2024.xlsx;2206;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72062;12;0,28;10
2_2024.xlsx;2207;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72058;12;0,28;10
2_2024.xlsx;2208;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87800;12;0,37;500
2_2024.xlsx;2209;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;85550;12;0,28;500
2_2024.xlsx;2210;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;83567;12;0,33;25
2_2024.xlsx;2211;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;79549;12;0,38;25
2_2024.xlsx;2212;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89422;12;0,3;25
2_2024.xlsx;2213;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89453;12;0,3;50
2_2024.xlsx;2214;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;500
2_2024.xlsx;2215;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;84353;12;0,33;500
2_2024.xlsx;2216;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71907;6;0,34;10
2_2024.xlsx;2217;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;81057;6;0,39;10
2_2024.xlsx;2218;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;1003611;6;0,43;10
2_2024.xlsx;2219;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;84599;6;0,35;10
2_2024.xlsx;2220;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100085;9;0,18;10
2_2024.xlsx;2221;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100320;9;0,18;10
2_2024.xlsx;2222;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100086;12;0,36;10
2_2024.xlsx;2223;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87905;12;0,3;10
2_2024.xlsx;2224;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100532;12;0,35;10
2_2024.xlsx;2225;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100247;6;0,2;10
2_2024.xlsx;2226;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000101;6;0,68;10
2_2024.xlsx;2227;Promo;116;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000095;6;0,68;10
2_2024.xlsx;2228;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72059;12;0,28;10
2_2024.xlsx;2229;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72062;12;0,28;10
2_2024.xlsx;2230;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72058;12;0,28;10
2_2024.xlsx;2231;Promo;265;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;1003611;6;0,43;10
2_2024.xlsx;2232;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;101805;6;0,29;10
2_2024.xlsx;2233;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;91310;6;0,29;10
2_2024.xlsx;2234;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89422;12;0,3;10
2_2024.xlsx;2235;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89453;12;0,3;10
2_2024.xlsx;2236;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;83567;12;0,33;50
2_2024.xlsx;2237;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;79549;12;0,38;10
2_2024.xlsx;2238;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;87878;12;0,3;10
2_2024.xlsx;2239;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;4000095;6;0,68;500
2_2024.xlsx;2240;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;92384;9;0,25;500
2_2024.xlsx;2241;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71804;12;0,38;25
2_2024.xlsx;2242;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;92355;9;0,25;25
2_2024.xlsx;2243;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;76946;12;0,08;25
2_2024.xlsx;2244;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72054;12;0,28;50
2_2024.xlsx;2245;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72059;12;0,28;500
2_2024.xlsx;2246;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;500
2_2024.xlsx;2247;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71907;6;0,34;50
2_2024.xlsx;2248;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;81057;6;0,39;10
2_2024.xlsx;2249;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;1003611;6;0,43;10
2_2024.xlsx;2250;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100085;9;0,18;500
2_2024.xlsx;2251;Promo;268;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100083;12;0,18;500
2_2024.xlsx;2252;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71804;12;0,38;25
2_2024.xlsx;2253;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72054;12;0,28;25
2_2024.xlsx;2254;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72062;12;0,28;25
2_2024.xlsx;2255;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72059;12;0,28;50
2_2024.xlsx;2256;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72058;12;0,28;500
2_2024.xlsx;2257;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;85550;12;0,28;500
2_2024.xlsx;2258;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;83567;12;0,33;50
2_2024.xlsx;2259;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;79549;12;0,38;10
2_2024.xlsx;2260;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100085;9;0,18;10
2_2024.xlsx;2261;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100086;12;0,36;500
2_2024.xlsx;2262;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100084;6;0,36;500
2_2024.xlsx;2263;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;100320;9;0,18;25
2_2024.xlsx;2264;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71875;12;0,33;25
2_2024.xlsx;2265;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89422;12;0,3;25
2_2024.xlsx;2266;Promo;00-00030692;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;89453;12;0,3;50
2_2024.xlsx;2267;Promo;00-00066248;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;71804;12;0,38;500
2_2024.xlsx;2268;Promo;00-00066248;2024-02-23 00:00:00;2024-02-29 00:00:00;2024-02-23 00:00:00;72054;12;0,28;500
